ID Proof,Location,Division,Department,Visitor Name,Visitor Mobile,Access Card,Visitor Company,To Meet,Remarks,Time In,Time Out,Visit Duration,Logged Out,Host Log,Pass ID,Auth By,Questions,Type of Visitor,Assets
4.77E+11,Mumbai,Corporate,CFD,Bryna Jurs,7552489604,T-252/P,Mynte,Oralee Swyndley,BY MAIL,12 Oct 2022 09:13PM,,,,,SEBI/50799239/17,,"Laptop Sr. No. :,Place of Meeting: 5RR FLR",Visitor,NA
1.40E+11,Mumbai,Corporate,IDT,Salem Enston,2671270843,V-136/P,Zoozzy,Raoul Sarrell,BY MAIL,01 Nov 2022 02:18AM,,,,,SEBI/99158328/34,,"Laptop Sr. No. :,Place of Meeting: 3OF FLR",Visitor,NA
6.71E+11,Mumbai,Corporate,OCH,Christie Colville,2916054610,Q-042/P,Innojam,Gerik Swainston,BY MAIL,06 Sep 2022 06:39AM,,,,,SEBI/98003897/05,,"Laptop Sr. No. :,Place of Meeting: 9UA FLR",Vendor,NA
4.62E+11,Mumbai,Corporate,IDT,Rowe Scrimgeour,2318268563,O-480/P,Skimia,Eileen Yegorshin,AS PER NID,20 Sep 2022 11:54AM,,,,,SEBI/28230013/34,,"Laptop Sr. No. :,Place of Meeting: 7FY FLR",Vendor,NA
7.97E+11,Mumbai,Corporate,GSD,Tiffy Von Oertzen,6073198825,S-009/P,Youfeed,Ronni Lucock,BY MAIL,28 Sep 2022 12:23AM,,,,,SEBI/08408330/27,,"Laptop Sr. No. :,Place of Meeting: 7DD FLR",Visitor,NA
9.47E+11,Mumbai,Corporate,MIRSD,Margaretta Amberger,3846197932,S-730/P,Browseblab,Cchaddie Jarrold,BY MAIL,02 Sep 2022 05:16AM,27/07/22 09:32,,,,SEBI/86174744/50,,"Laptop Sr. No. :,Place of Meeting: 6HZ FLR",,NA
9.26E+11,Mumbai,Corporate,MIRSD,Marian Couche,9072141536,Y-522/P,Photobug,Royce McCurtin,AS PER NID,02 Nov 2022 12:32PM,19/04/22 05:15,,Manually,,SEBI/65449100/33,,"Laptop Sr. No. :,Place of Meeting: 1AG FLR",Visitor,NA
2.45E+11,Mumbai,,CFD,Magnum Wattam,2699553761,S-831/P,Ainyx,Leroy Moscon,,27 Oct 2022 05:30AM,01/05/22 04:34,,,,SEBI/21926551/74,,"Laptop Sr. No. :,Place of Meeting: 3OM FLR",,NA
6.04E+11,Mumbai,Corporate,LIB,Ferguson Damrel,9757206968,E-672/P,Photobug,Whitaker Tatlow,BY CALL,19 Oct 2022 12:50PM,18/11/21 22:39,,,,SEBI/34567311/77,,"Laptop Sr. No. :,Place of Meeting: 7NH FLR",Visitor,NA
9.89E+11,Mumbai,,LIB,Elie Perris,5436891388,T-450/P,Twimm,Haley Younger,,12 Sep 2022 04:03PM,05/12/22 04:50,,,,SEBI/51443622/99,,"Laptop Sr. No. :,Place of Meeting: 3JV FLR",Vendor,NA
2.15E+11,Mumbai,Corporate,FMD,Eadie Lotterington,4225334200,W-569/P,Blogspan,Temp Lambden,BY CALL,20 Sep 2022 08:36PM,,,,,SEBI/50772847/18,,"Laptop Sr. No. :,Place of Meeting: 7LM FLR",Vendor,NA
5.57E+11,Mumbai,Corporate,FMD,Dori Ragsdall,1527592876,B-337/P,Devpulse,Alicea Letteresse,AS PER NID,24 Oct 2022 02:17AM,08/12/22 18:03,,,,SEBI/02648165/59,,"Laptop Sr. No. :,Place of Meeting: 8HM FLR",Vendor,NA
1.84E+11,Mumbai,Corporate,FMD,Belvia Sumbler,4136083138,R-134/P,Kanoodle,Roslyn Lounds,AS PER NID,19 Sep 2022 03:25AM,11/11/22 00:24,,,,SEBI/84859926/88,,"Laptop Sr. No. :,Place of Meeting: 7OG FLR",Visitor,NA
4.30E+11,Mumbai,,FMD,Tymothy Belfrage,6482532646,P-039/P,Yombu,Sarene Flewett,,27 Oct 2022 07:07PM,03/01/22 18:43,,,,SEBI/34357243/33,,"Laptop Sr. No. :,Place of Meeting: 9KN FLR",,NA
7.95E+11,Mumbai,,GSD,Garey Crowcombe,8005657050,T-993/P,Vinte,Barri Kinavan,,01 Nov 2022 03:55AM,,,Manually,,SEBI/05621912/25,,"Laptop Sr. No. :,Place of Meeting: 0WG FLR",,NA
6.04E+11,Mumbai,Corporate,IDT,Gilburt Hairesnape,6302076626,L-312/P,Blognation,Linus Simoneton,AS PER NID,08 Oct 2022 07:56PM,,,,,SEBI/09710561/74,,"Laptop Sr. No. :,Place of Meeting: 6TU FLR",Visitor,NA
2.60E+11,Mumbai,,GSD,Francoise Innocenti,4528787382,X-947/P,Quaxo,Paddy Bucksey,,17 Oct 2022 11:24AM,02/05/22 09:31,,Manually,,SEBI/72777202/78,,"Laptop Sr. No. :,Place of Meeting: 4YJ FLR",Vendor,NA
8.07E+11,Mumbai,Corporate,IVD,Farra Leese,5539757559,J-103/P,Trudoo,Corey Zamudio,BY MAIL,01 Oct 2022 11:18AM,,,,,SEBI/73144405/31,,"Laptop Sr. No. :,Place of Meeting: 2ZH FLR",,NA
4.63E+11,Mumbai,,LIB,Ian Bortoluzzi,2231883280,H-007/P,Wordify,Adore Carlow,,07 Oct 2022 03:16PM,,,,,SEBI/84221236/05,,"Laptop Sr. No. :,Place of Meeting: 4LU FLR",Vendor,NA
2.48E+11,Mumbai,Corporate,IDT,Paola MacAvaddy,8313937344,D-434/P,Riffwire,Mirella Gentreau,BY MAIL,03 Oct 2022 09:27PM,16/07/22 14:13,,Manually,,SEBI/37519526/46,,"Laptop Sr. No. :,Place of Meeting: 2UI FLR",Vendor,NA
1.66E+11,Mumbai,Corporate,IVD,Rafaelia Brickdale,9982383363,D-367/P,Innojam,Brenda Rockall,BY MAIL,15 Sep 2022 04:55PM,,,,,SEBI/99038054/15,,"Laptop Sr. No. :,Place of Meeting: 9IE FLR",Visitor,NA
8.96E+11,Mumbai,Corporate,LIB,Dino Goosey,7651574205,Z-000/P,Mymm,Jillene Joskovitch,AS PER NID,18 Oct 2022 08:55AM,,,,,SEBI/62053415/31,,"Laptop Sr. No. :,Place of Meeting: 8BK FLR",Vendor,NA
9.07E+11,Mumbai,Corporate,PNS,Conrade Togwell,7693954545,R-499/P,Zooxo,Nollie Wolseley,AS PER NID,30 Sep 2022 12:14PM,,,,,SEBI/32820099/45,,"Laptop Sr. No. :,Place of Meeting: 0FT FLR",Vendor,NA
8.66E+11,Mumbai,Corporate,IDT,Jamie Hallock,3771694325,X-924/P,Yakidoo,Hilarius Statersfield,BY CALL,10 Oct 2022 01:17AM,10/04/22 08:41,,,,SEBI/75743876/04,,"Laptop Sr. No. :,Place of Meeting: 5KX FLR",Visitor,NA
1.35E+11,Mumbai,Corporate,MIRSD,Abey Lorey,6011333772,G-519/P,Zoonoodle,Reeta Jammet,AS PER NID,22 Sep 2022 12:28AM,,,,,SEBI/52957520/96,,"Laptop Sr. No. :,Place of Meeting: 4GV FLR",,NA
6.54E+11,Mumbai,Corporate,MIRSD,Laetitia Emblow,9353959996,U-832/P,Brightbean,Kristoforo Hook,BY CALL,03 Sep 2022 07:16AM,,,,,SEBI/98256212/06,,"Laptop Sr. No. :,Place of Meeting: 9RP FLR",Visitor,NA
5.06E+11,Mumbai,Corporate,OIAE,Nicole Roycroft,5239980223,T-868/P,Buzzshare,Seana Delahunty,BY CALL,29 Sep 2022 12:37AM,,,,,SEBI/69075733/84,,"Laptop Sr. No. :,Place of Meeting: 1KO FLR",,NA
4.13E+11,Mumbai,,LIB,Marcie Bullene,3919546822,F-214/P,Jabberbean,Dore Ind,,11 Sep 2022 09:49PM,,,,,SEBI/30504439/81,,"Laptop Sr. No. :,Place of Meeting: 2LK FLR",Vendor,NA
4.75E+11,Mumbai,Corporate,CFD,Corabelle Di Iorio,7973485094,V-269/P,Realcube,Daisi Davidescu,BY CALL,28 Oct 2022 02:33AM,09/12/22 08:40,,,,SEBI/94131732/05,,"Laptop Sr. No. :,Place of Meeting: 0GC FLR",,NA
8.79E+11,Mumbai,Corporate,ISD1,Annabel Ogley,5788942668,M-209/P,Leenti,Olvan Shakelade,BY MAIL,16 Sep 2022 07:00AM,,,Manually,,SEBI/07123229/00,,"Laptop Sr. No. :,Place of Meeting: 9ZP FLR",,NA
2.16E+11,Mumbai,Corporate,LIB,Frances Romagnosi,1848928553,A-192/P,Skyvu,Em Hastwell,BY CALL,09 Sep 2022 04:07PM,,,,,SEBI/44491829/29,,"Laptop Sr. No. :,Place of Meeting: 5KX FLR",Visitor,NA
6.18E+11,Mumbai,Corporate,OIAE,Diarmid Vegas,8747137349,F-241/P,Vipe,Rex Seagrove,AS PER NID,03 Sep 2022 06:23AM,12/11/22 07:44,,Manually,,SEBI/70203723/42,,"Laptop Sr. No. :,Place of Meeting: 7PK FLR",,NA
1.27E+11,Mumbai,Corporate,OCH,Hobie Jerche,8462517019,Q-002/P,Jaxbean,Wiley Fielders,BY MAIL,18 Oct 2022 04:11AM,18/05/22 14:17,,,,SEBI/32598500/23,,"Laptop Sr. No. :,Place of Meeting: 0AQ FLR",Visitor,NA
6.08E+11,Mumbai,,OIAE,Ellyn Harden,7123158452,L-637/P,Eayo,Kalie De Bruyne,,13 Oct 2022 09:17AM,,,Manually,,SEBI/77324995/31,,"Laptop Sr. No. :,Place of Meeting: 6IH FLR",Visitor,NA
1.96E+11,Mumbai,Corporate,FMD,Merrili Leverett,6227026393,Y-322/P,Wikivu,Loydie Kinkade,BY CALL,10 Sep 2022 09:03PM,,,,,SEBI/62211807/13,,"Laptop Sr. No. :,Place of Meeting: 4QC FLR",,NA
6.39E+11,Mumbai,Corporate,MIRSD,Quinlan Minkin,6632317010,E-766/P,Linktype,Nell Ibert,BY CALL,16 Sep 2022 11:09PM,,,,,SEBI/62020453/61,,"Laptop Sr. No. :,Place of Meeting: 8XK FLR",Vendor,NA
7.50E+11,Mumbai,Corporate,OIAE,Leticia Watson-Brown,5781882564,U-451/P,Trupe,Carmelita Lashley,BY MAIL,15 Sep 2022 02:13AM,,,,,SEBI/83898069/18,,"Laptop Sr. No. :,Place of Meeting: 2MW FLR",Visitor,NA
6.84E+11,Mumbai,Corporate,CFD,Constancia Gabbitis,8375858933,H-955/P,Riffpedia,Melinde Moyer,BY MAIL,13 Oct 2022 11:37AM,22/12/21 12:12,,,,SEBI/89781142/70,,"Laptop Sr. No. :,Place of Meeting: 1EK FLR",,NA
5.03E+11,Mumbai,,IVD,Valry Mascall,1836985190,D-887/P,Janyx,Marcile Baine,,24 Oct 2022 10:22PM,05/11/22 06:50,,,,SEBI/67895009/60,,"Laptop Sr. No. :,Place of Meeting: 4MJ FLR",,NA
1.77E+11,Mumbai,,IDT,Cyrus McPhelimey,3315695026,P-159/P,Zoomzone,Constancy Pearch,,03 Sep 2022 03:17AM,,,Manually,,SEBI/29340175/60,,"Laptop Sr. No. :,Place of Meeting: 9AN FLR",Vendor,NA
2.79E+11,Mumbai,,PNS,Chen Jorissen,1237047310,Q-742/P,Livetube,Lemuel Labroue,,11 Sep 2022 09:03AM,18/05/22 01:53,,Manually,,SEBI/66162001/28,,"Laptop Sr. No. :,Place of Meeting: 7DV FLR",Visitor,NA
6.00E+11,Mumbai,Corporate,ISD1,Danya Mc Faul,8134833431,Q-732/P,Chatterbridge,Marcy Hawtrey,AS PER NID,22 Sep 2022 10:01PM,31/10/22 19:41,,,,SEBI/85414972/93,,"Laptop Sr. No. :,Place of Meeting: 9BV FLR",Vendor,NA
3.69E+11,Mumbai,Corporate,CFD,Kennedy Cearley,5926274954,I-815/P,Trudeo,Palmer Drage,BY CALL,08 Sep 2022 11:19AM,,,,,SEBI/45105412/93,,"Laptop Sr. No. :,Place of Meeting: 7AR FLR",,NA
8.76E+11,Mumbai,Corporate,CFD,Morton Roskams,6541758125,W-984/P,Mydo,Kathye Malam,BY MAIL,16 Oct 2022 03:49AM,,,,,SEBI/76845493/56,,"Laptop Sr. No. :,Place of Meeting: 2GB FLR",Visitor,NA
8.81E+11,Mumbai,,CFD,Ceil Tuma,6177888395,F-608/P,Fatz,Emlyn Dodridge,,13 Sep 2022 04:35PM,24/12/22 22:51,,,,SEBI/95522333/47,,"Laptop Sr. No. :,Place of Meeting: 5OD FLR",,NA
5.23E+11,Mumbai,Corporate,MIRSD,Alphard Abrahamson,6715088578,Q-118/P,Mynte,Darell Wiffill,AS PER NID,27 Sep 2022 08:45AM,,,Manually,,SEBI/83228627/51,,"Laptop Sr. No. :,Place of Meeting: 2VK FLR",Vendor,NA
8.15E+11,Mumbai,Corporate,ISD1,Nickolas Grandisson,1953932037,T-684/P,Realfire,Borg Kilius,BY CALL,05 Oct 2022 10:21AM,27/05/22 11:20,,,,SEBI/45004167/82,,"Laptop Sr. No. :,Place of Meeting: 2VU FLR",Vendor,NA
3.49E+11,Mumbai,Corporate,MIRSD,Lenee Witcombe,3228089034,F-447/P,Ooba,Margarethe Snookes,AS PER NID,23 Oct 2022 08:36AM,25/07/22 13:16,,,,SEBI/13038341/61,,"Laptop Sr. No. :,Place of Meeting: 1MB FLR",Visitor,NA
7.83E+11,Mumbai,Corporate,GSD,Ivett Sanbroke,2563216950,Z-520/P,Innojam,Grantley Gadney,AS PER NID,18 Sep 2022 06:29PM,06/12/21 14:01,,,,SEBI/77130259/19,,"Laptop Sr. No. :,Place of Meeting: 9KY FLR",Vendor,NA
5.07E+11,Mumbai,Corporate,GSD,Randie Nelle,9809928246,K-534/P,Gabspot,Guss Meegin,AS PER NID,22 Oct 2022 10:27PM,,,,,SEBI/11689225/02,,"Laptop Sr. No. :,Place of Meeting: 8SQ FLR",Vendor,NA
9.85E+11,Mumbai,Corporate,PNS,Kaiser Khrishtafovich,1588849162,O-698/P,Thoughtworks,Carmella Santarelli,AS PER NID,29 Oct 2022 10:06PM,20/03/22 04:28,,,,SEBI/32212624/41,,"Laptop Sr. No. :,Place of Meeting: 0SL FLR",Vendor,NA
1.55E+11,Mumbai,Corporate,PNS,Lance Dunsford,8323269877,P-026/P,Tagchat,Kacie McEntee,BY CALL,21 Sep 2022 09:10PM,27/02/22 19:52,,,,SEBI/38397325/67,,"Laptop Sr. No. :,Place of Meeting: 7GI FLR",Visitor,NA
1.41E+11,Mumbai,Corporate,MIRSD,Zak Looks,7151175020,N-510/P,Twitterwire,Morey Pike,BY MAIL,22 Oct 2022 09:36PM,21/09/22 07:29,,,,SEBI/36456644/11,,"Laptop Sr. No. :,Place of Meeting: 3QV FLR",,NA
8.89E+11,Mumbai,Corporate,CFD,Nari Lowbridge,7348648183,X-855/P,Skajo,Robinson Durham,BY MAIL,08 Oct 2022 04:19AM,04/11/22 21:55,,,,SEBI/67928444/45,,"Laptop Sr. No. :,Place of Meeting: 5PE FLR",Visitor,NA
2.23E+11,Mumbai,Corporate,PNS,Gardener Order,3826815639,H-359/P,Tazzy,Karlotta McCard,BY MAIL,08 Oct 2022 07:19PM,15/10/22 11:30,,,,SEBI/90925370/09,,"Laptop Sr. No. :,Place of Meeting: 9HG FLR",Visitor,NA
9.88E+11,Mumbai,Corporate,ISD1,Ruthy Logie,4045468944,U-282/P,Skipstorm,Filberte McAughtrie,BY MAIL,30 Oct 2022 11:08PM,25/07/22 01:53,,,,SEBI/70401203/91,,"Laptop Sr. No. :,Place of Meeting: 4DN FLR",Vendor,NA
3.45E+11,Mumbai,Corporate,PNS,Jo Jewar,7215345286,D-083/P,Wordpedia,Jess Gwinn,BY MAIL,23 Sep 2022 05:00PM,,,,,SEBI/14330404/29,,"Laptop Sr. No. :,Place of Meeting: 5DK FLR",,NA
6.75E+11,Mumbai,Corporate,MIRSD,Mollee McMurty,7853719944,L-764/P,Ailane,Alair Deeth,AS PER NID,16 Sep 2022 03:20PM,,,,,SEBI/36193846/10,,"Laptop Sr. No. :,Place of Meeting: 2CA FLR",,NA
9.84E+11,Mumbai,Corporate,IDT,Nicoline Mark,6795351864,M-886/P,Ooba,Carilyn Greally,AS PER NID,20 Sep 2022 01:18AM,,,Manually,,SEBI/22706250/95,,"Laptop Sr. No. :,Place of Meeting: 4UG FLR",,NA
4.20E+11,Mumbai,Corporate,LIB,Mallory Darwood,7144541296,N-295/P,Fliptune,Gibbie Fryer,AS PER NID,11 Sep 2022 11:33AM,,,,,SEBI/26749408/83,,"Laptop Sr. No. :,Place of Meeting: 0VL FLR",Vendor,NA
8.89E+11,Mumbai,,ISD1,Con Keyson,2309868574,V-896/P,Shufflebeat,Carlynn Broz,,10 Sep 2022 04:50AM,,,,,SEBI/81257490/29,,"Laptop Sr. No. :,Place of Meeting: 3BC FLR",Vendor,NA
4.03E+11,Mumbai,Corporate,GSD,Lotty Kayne,1025651785,X-675/P,Meemm,Danica Filoniere,AS PER NID,10 Oct 2022 09:53AM,,,Manually,,SEBI/52763579/14,,"Laptop Sr. No. :,Place of Meeting: 8YO FLR",Visitor,NA
9.46E+11,Mumbai,,CFD,Xena Frensche,2653616638,A-258/P,Zooxo,Ryley Tweedell,,04 Oct 2022 03:15PM,,,Manually,,SEBI/99161120/90,,"Laptop Sr. No. :,Place of Meeting: 2UU FLR",,NA
3.05E+11,Mumbai,,OIAE,Daisey Pattlel,3237127997,O-745/P,Zooxo,Dan Dreini,,21 Oct 2022 10:48PM,08/12/22 16:07,,,,SEBI/59579232/58,,"Laptop Sr. No. :,Place of Meeting: 9WQ FLR",Vendor,NA
6.87E+11,Mumbai,Corporate,MIRSD,Thebault Clayborn,1769409610,C-686/P,Jabberbean,Bruce Nial,AS PER NID,03 Sep 2022 08:23PM,23/11/21 06:52,,,,SEBI/02668002/80,,"Laptop Sr. No. :,Place of Meeting: 0LW FLR",Vendor,NA
1.21E+11,Mumbai,Corporate,OCH,Paloma Pichan,8159270322,H-250/P,Plajo,Koral Banthorpe,BY MAIL,06 Sep 2022 07:59AM,,,,,SEBI/32568484/56,,"Laptop Sr. No. :,Place of Meeting: 0FZ FLR",Visitor,NA
7.26E+11,Mumbai,Corporate,IVD,Nora Gleave,1272531248,F-195/P,Jaxbean,Lise Hulburt,AS PER NID,05 Sep 2022 08:54PM,21/11/21 18:56,,Manually,,SEBI/07380352/95,,"Laptop Sr. No. :,Place of Meeting: 2JJ FLR",,NA
2.39E+11,Mumbai,Corporate,LIB,Bobbi Harmes,3214741278,G-772/P,Vipe,Wit Tuckley,AS PER NID,22 Oct 2022 05:08AM,,,Manually,,SEBI/02900209/16,,"Laptop Sr. No. :,Place of Meeting: 3PG FLR",Visitor,NA
4.64E+11,Mumbai,Corporate,PNS,Lennard Haggett,8342148794,N-160/P,Skipfire,Lynette Mercy,BY MAIL,12 Sep 2022 11:27PM,19/08/22 12:34,,,,SEBI/46262644/16,,"Laptop Sr. No. :,Place of Meeting: 5PV FLR",Vendor,NA
3.82E+11,Mumbai,Corporate,LIB,Vickie Swales,7216573153,O-031/P,Brainlounge,Brian McGlue,AS PER NID,07 Sep 2022 07:06PM,,,Manually,,SEBI/85767216/85,,"Laptop Sr. No. :,Place of Meeting: 9XT FLR",Visitor,NA
2.17E+11,Mumbai,Corporate,OCH,Rochella Teligin,3232626132,X-313/P,Kaymbo,Benedikta Kersey,BY MAIL,22 Sep 2022 06:46AM,04/08/22 13:19,,,,SEBI/12385604/56,,"Laptop Sr. No. :,Place of Meeting: 0TW FLR",Vendor,NA
2.11E+11,Mumbai,Corporate,GSD,Lethia Bentall,6557068032,X-529/P,Youfeed,Torrence Quinet,BY CALL,03 Sep 2022 08:33PM,12/07/22 03:24,,,,SEBI/33496096/61,,"Laptop Sr. No. :,Place of Meeting: 2ME FLR",,NA
8.84E+11,Mumbai,Corporate,GSD,Cristen Andreuzzi,8344652150,M-564/P,Blogpad,Roy Biasi,BY MAIL,02 Oct 2022 01:06AM,06/10/22 05:02,,,,SEBI/73604356/62,,"Laptop Sr. No. :,Place of Meeting: 9DS FLR",Visitor,NA
8.36E+11,Mumbai,Corporate,IDT,Adrian Creighton,5483117430,R-017/P,Thoughtstorm,Ginnifer McCreary,AS PER NID,25 Oct 2022 08:47AM,25/11/22 17:09,,,,SEBI/24499774/96,,"Laptop Sr. No. :,Place of Meeting: 7MF FLR",,NA
8.61E+11,Mumbai,,PNS,Conrado Breffitt,8505891771,F-235/P,Fadeo,Constance Mangam,,26 Sep 2022 09:55PM,12/12/21 18:55,,,,SEBI/03394376/17,,"Laptop Sr. No. :,Place of Meeting: 6GM FLR",,NA
6.53E+11,Mumbai,Corporate,IDT,Anselm Maxwaile,4525270296,R-175/P,Podcat,Benedetto Godber,BY MAIL,08 Sep 2022 09:29AM,31/01/22 05:34,,,,SEBI/95895279/07,,"Laptop Sr. No. :,Place of Meeting: 1VQ FLR",Vendor,NA
9.76E+11,Mumbai,Corporate,LIB,Brigida Benthall,5686340345,D-493/P,Kamba,Jarad Watchorn,BY MAIL,01 Oct 2022 04:15PM,,,,,SEBI/93632092/60,,"Laptop Sr. No. :,Place of Meeting: 4VX FLR",Vendor,NA
4.52E+11,Mumbai,Corporate,CFD,Malissa Eason,6428959195,X-729/P,Meezzy,Jarrod Grimwood,BY CALL,02 Nov 2022 04:00AM,20/07/22 09:08,,,,SEBI/58816452/25,,"Laptop Sr. No. :,Place of Meeting: 8BP FLR",Vendor,NA
1.99E+11,Mumbai,Corporate,OIAE,Yale Stait,1979682318,X-988/P,Fatz,Maxie Enriquez,AS PER NID,02 Sep 2022 04:43AM,14/12/22 16:21,,,,SEBI/62111912/43,,"Laptop Sr. No. :,Place of Meeting: 5IN FLR",,NA
4.95E+11,Mumbai,,PNS,Emlen Jolland,3373765766,N-202/P,Topiczoom,Codie Coomber,,19 Oct 2022 08:59PM,03/05/22 10:11,,Manually,,SEBI/20804331/89,,"Laptop Sr. No. :,Place of Meeting: 4GU FLR",Visitor,NA
3.39E+11,Mumbai,Corporate,MIRSD,Sam Rothwell,8916491858,A-052/P,Skyble,Ernaline Cuffin,BY CALL,23 Sep 2022 12:38AM,,,Manually,,SEBI/83233595/75,,"Laptop Sr. No. :,Place of Meeting: 3BT FLR",,NA
7.25E+11,Mumbai,,FMD,Grantham Falconer,5747789339,B-291/P,Podcat,Isabeau Todhunter,,05 Sep 2022 01:46PM,08/07/22 20:15,,,,SEBI/38678691/16,,"Laptop Sr. No. :,Place of Meeting: 5WA FLR",Vendor,NA
1.87E+11,Mumbai,,FMD,Sandra Wudeland,5707797995,S-486/P,Flashset,Maddie Columbell,,26 Oct 2022 10:47AM,09/01/22 12:43,,,,SEBI/52907861/61,,"Laptop Sr. No. :,Place of Meeting: 7ZI FLR",Vendor,NA
8.35E+11,Mumbai,Corporate,LIB,Rheta Foat,4927661290,N-289/P,Skynoodle,Isidro Truluck,BY CALL,02 Oct 2022 09:06AM,11/09/22 16:43,,Manually,,SEBI/65974295/49,,"Laptop Sr. No. :,Place of Meeting: 7XV FLR",Vendor,NA
6.90E+11,Mumbai,Corporate,OCH,Valli Bothwell,9666696569,B-747/P,Reallinks,Sarina Pavier,BY CALL,27 Sep 2022 10:17AM,19/12/22 18:40,,,,SEBI/73517362/84,,"Laptop Sr. No. :,Place of Meeting: 7GY FLR",Vendor,NA
2.91E+11,Mumbai,Corporate,LIB,Wilhelmine Koeppke,9487003655,Z-260/P,Avaveo,Libbi Mattevi,BY MAIL,25 Sep 2022 08:43AM,,,,,SEBI/20736371/58,,"Laptop Sr. No. :,Place of Meeting: 0GD FLR",,NA
6.59E+11,Mumbai,Corporate,GSD,Morissa Spivie,4309832734,M-362/P,Oyondu,Skipp Gilhouley,AS PER NID,20 Sep 2022 11:48PM,03/10/22 20:26,,,,SEBI/94705908/54,,"Laptop Sr. No. :,Place of Meeting: 3OA FLR",,NA
1.58E+11,Mumbai,Corporate,IVD,Davidson Castard,2064347579,B-505/P,Meembee,Jens Ondrich,BY MAIL,13 Oct 2022 01:27AM,20/12/22 06:30,,,,SEBI/85815953/63,,"Laptop Sr. No. :,Place of Meeting: 5CP FLR",Visitor,NA
3.45E+11,Mumbai,Corporate,OIAE,Anderson Davidovici,8925468162,L-833/P,Quimm,Nelly Downe,BY MAIL,14 Oct 2022 02:49PM,24/11/22 16:41,,,,SEBI/59685934/03,,"Laptop Sr. No. :,Place of Meeting: 6OB FLR",,NA
3.77E+11,Mumbai,,FMD,Nickey Fairbairn,1025935435,V-406/P,Myworks,Conway Ashlin,,13 Sep 2022 11:42PM,,,,,SEBI/92589597/72,,"Laptop Sr. No. :,Place of Meeting: 7GE FLR",Visitor,NA
9.70E+11,Mumbai,,PNS,Mirabella Jendas,3366013919,M-621/P,Quimm,Tam Chatan,,06 Sep 2022 02:25AM,,,Manually,,SEBI/03250939/95,,"Laptop Sr. No. :,Place of Meeting: 4SE FLR",Visitor,NA
7.61E+11,Mumbai,,IDT,Shawn Baud,5058398125,E-957/P,Zoovu,Lanae Birkenhead,,15 Sep 2022 09:49PM,,,Manually,,SEBI/81717859/71,,"Laptop Sr. No. :,Place of Meeting: 3NP FLR",,NA
8.63E+11,Mumbai,Corporate,IVD,Tiphany Ogers,5895046494,L-808/P,Jabbersphere,Carr Boeck,AS PER NID,07 Oct 2022 07:39AM,03/01/22 11:09,,,,SEBI/29628983/25,,"Laptop Sr. No. :,Place of Meeting: 0BA FLR",,NA
8.25E+11,Mumbai,Corporate,OCH,Ches Laffling,9767749314,O-214/P,Feedspan,Harald Swadlen,AS PER NID,02 Nov 2022 09:16AM,14/10/22 11:06,,,,SEBI/91206859/01,,"Laptop Sr. No. :,Place of Meeting: 3WI FLR",Vendor,NA
2.38E+11,Mumbai,Corporate,FMD,Launce Learman,7136887084,P-430/P,Thoughtbridge,Jillane Coleyshaw,BY CALL,30 Oct 2022 11:41AM,,,,,SEBI/71182211/31,,"Laptop Sr. No. :,Place of Meeting: 3DC FLR",,NA
6.33E+11,Mumbai,Corporate,OIAE,Bari Luca,7078616964,S-337/P,Dynabox,Marty Gawthrope,AS PER NID,25 Sep 2022 07:20PM,,,,,SEBI/73167765/39,,"Laptop Sr. No. :,Place of Meeting: 5CD FLR",Visitor,NA
3.45E+11,Mumbai,Corporate,IDT,Natka Surpliss,2866839833,I-414/P,Shufflebeat,Lexie Cheevers,BY MAIL,21 Sep 2022 04:36PM,02/11/22 23:13,,,,SEBI/80296425/07,,"Laptop Sr. No. :,Place of Meeting: 1IP FLR",,NA
3.22E+11,Mumbai,,ISD1,Roldan Sharpous,2975098098,L-961/P,ICICI SECURITIES,Lorne Gilliver,,15 Oct 2022 12:59PM,,,,,SEBI/93689562/25,,"Laptop Sr. No. :,Place of Meeting: 1BR FLR",,NA
9.81E+11,Mumbai,Corporate,FMD,Ethe Noden,5341045742,E-207/P,Roomm,Lonnie Dubock,BY MAIL,17 Sep 2022 02:25PM,13/06/22 18:40,,,,SEBI/68747277/17,,"Laptop Sr. No. :,Place of Meeting: 6LE FLR",Visitor,NA
2.49E+11,Mumbai,,ISD1,Jacynth Olcot,3484318346,R-541/P,Aimbu,Vinson Pargiter,,31 Oct 2022 05:10PM,,,,,SEBI/70094804/49,"""""","Laptop Sr. No. :,Place of Meeting: 3HH FLR",Visitor,NA
1.81E+11,Mumbai,Corporate,OIAE,Viviyan Prudham,9133805933,M-526/P,Camido,Latrina Grellier,BY MAIL,19 Oct 2022 01:49PM,,,,,SEBI/91800558/25,,"Laptop Sr. No. :,Place of Meeting: 7ZP FLR",Visitor,NA
9.15E+11,Mumbai,Corporate,ISD1,Pansy MacNab,9396603395,N-146/P,Twitternation,Darleen Cull,BY CALL,31 Oct 2022 11:36AM,21/11/21 06:32,,,,SEBI/32178984/72,,"Laptop Sr. No. :,Place of Meeting: 8FC FLR",Vendor,NA
6.60E+11,Mumbai,Corporate,CFD,Joanna Dinnington,7071290795,A-504/P,Youspan,Tabb Pudsey,BY CALL,01 Nov 2022 06:16PM,,,Manually,,SEBI/82111392/55,,"Laptop Sr. No. :,Place of Meeting: 2UR FLR",Vendor,NA
